file,model,tempo_bpm,rms_energy_mean,spectral_centroid_mean,spectral_bandwidth_mean,chroma_mean,duration_sec,target_bpm,tempo_error,success
prompt_000_seed00.wav,musicgen-small,95.703125,0.1878586858510971,1816.4378683056054,1761.0774428562547,0.3263304531574249,9.94,97,1.296875,True
prompt_000_seed01.wav,musicgen-small,95.703125,0.0731147900223732,2540.420595519262,2314.4392034311554,0.368358314037323,9.94,97,1.296875,True
prompt_000_seed02.wav,musicgen-small,95.703125,0.09750360995531082,2852.9758452859382,2677.5006795085073,0.407194584608078,9.94,97,1.296875,True
prompt_001_seed00.wav,musicgen-small,80.74951171875,0.11375120282173157,1830.6321972432725,2444.9652588448866,0.36433401703834534,9.94,78,2.74951171875,True
prompt_001_seed01.wav,musicgen-small,151.99908088235293,0.07704009860754013,1995.7902777627564,2303.4890077202786,0.37099984288215637,9.94,78,73.99908088235293,True
prompt_001_seed02.wav,musicgen-small,151.99908088235293,0.11234914511442184,2077.4696327979927,2555.6478926401064,0.447574645280838,9.94,78,73.99908088235293,True
prompt_002_seed00.wav,musicgen-small,95.703125,0.12492861598730087,2334.7283710942393,2678.9457250370947,0.36783456802368164,9.94,97,1.296875,True
prompt_002_seed01.wav,musicgen-small,95.703125,0.12694744765758514,1372.0220646206822,1918.7271788332678,0.4220484793186188,9.94,97,1.296875,True
prompt_002_seed02.wav,musicgen-small,95.703125,0.10293079167604446,1614.736456695561,2080.836579725311,0.550374448299408,9.94,97,1.296875,True
prompt_003_seed00.wav,musicgen-small,86.1328125,0.045211099088191986,4892.34825266747,2877.9566268946546,0.5807862281799316,9.94,177,90.8671875,True
prompt_003_seed01.wav,musicgen-small,172.265625,0.059926457703113556,5230.8926009790985,3088.3451075046387,0.6047466397285461,9.94,177,4.734375,True
prompt_003_seed02.wav,musicgen-small,117.45383522727273,0.14563657343387604,3286.910510842721,3028.9995275331207,0.36950668692588806,9.94,177,59.546164772727266,True
prompt_004_seed00.wav,musicgen-small,123.046875,0.1225670799612999,2466.126113911485,2366.238733667296,0.29907047748565674,9.94,180,56.953125,True
prompt_004_seed01.wav,musicgen-small,123.046875,0.10777204483747482,2719.8197166832797,2919.9032040949355,0.30938082933425903,9.94,180,56.953125,True
prompt_004_seed02.wav,musicgen-small,89.10290948275862,0.13248905539512634,2849.2487798876496,2718.657711266859,0.34981101751327515,9.94,180,90.89709051724138,True
prompt_005_seed00.wav,musicgen-small,63.02400914634146,0.07117559760808945,1259.4935451189394,1513.0146015566947,0.2840922474861145,9.94,62,1.024009146341463,True
prompt_005_seed01.wav,musicgen-small,129.19921875,0.12820947170257568,1544.5481840820771,1939.4614362325128,0.27715614438056946,9.94,62,67.19921875,True
prompt_005_seed02.wav,musicgen-small,123.046875,0.13007572293281555,1644.787584905985,2056.1371326669255,0.3855817914009094,9.94,62,61.046875,True
prompt_006_seed00.wav,musicgen-small,161.4990234375,0.10141148418188095,2400.9392115498144,2473.7098708862713,0.46858757734298706,9.94,155,6.4990234375,True
prompt_006_seed01.wav,musicgen-small,78.30255681818181,0.11039961874485016,2751.8577670936766,2540.5205230026536,0.5394293069839478,9.94,155,76.69744318181819,True
prompt_006_seed02.wav,musicgen-small,151.99908088235293,0.15204940736293793,2820.1199418438023,2952.2831101958477,0.6055700778961182,9.94,155,3.000919117647072,True
prompt_007_seed00.wav,musicgen-small,123.046875,0.15622197091579437,901.276642715871,1132.1112001705735,0.19205686450004578,9.94,172,48.953125,True
prompt_007_seed01.wav,musicgen-small,151.99908088235293,0.19136206805706024,1158.208622347924,1538.3283397555188,0.19033299386501312,9.94,172,20.000919117647072,True
prompt_007_seed02.wav,musicgen-small,92.28515625,0.18424688279628754,957.3789632113586,1180.4995758677364,0.2001282125711441,9.94,172,79.71484375,True
prompt_008_seed00.wav,musicgen-small,151.99908088235293,0.11125577986240387,2473.1606259798345,2615.502555381506,0.5387094616889954,9.94,148,3.999080882352928,True
prompt_008_seed01.wav,musicgen-small,99.38401442307692,0.12287218123674393,1736.1035751151605,2043.4805555644396,0.3862660825252533,9.94,148,48.61598557692308,True
prompt_008_seed02.wav,musicgen-small,151.99908088235293,0.1603846549987793,2149.424582903599,2465.4683392581114,0.4659562408924103,9.94,148,3.999080882352928,True
prompt_009_seed00.wav,musicgen-small,135.99917763157896,0.1275213658809662,2560.840502223175,2798.6266072519875,0.428638756275177,9.94,132,3.9991776315789593,True
prompt_009_seed01.wav,musicgen-small,129.19921875,0.1328616440296173,1784.423277866861,2342.5745404058266,0.3200018107891083,9.94,132,2.80078125,True
prompt_009_seed02.wav,musicgen-small,129.19921875,0.16320505738258362,2178.516877883581,2424.3722396726835,0.35255059599876404,9.94,132,2.80078125,True
prompt_010_seed00.wav,musicgen-small,123.046875,0.19376471638679504,1750.207884965862,1988.6965149272567,0.3407881259918213,9.94,190,66.953125,True
