file,model,tempo_bpm,rms_energy,spectral_centroid,duration_sec,target_bpm,tempo_error,success
prompt_000_seed00.wav,musicgen-small,95.703125,0.1878586858510971,1816.4378683056054,9.94,97,1.296875,True
prompt_000_seed01.wav,musicgen-small,95.703125,0.0731147900223732,2540.420595519262,9.94,97,1.296875,True
prompt_000_seed02.wav,musicgen-small,95.703125,0.09750360995531082,2852.9758452859382,9.94,97,1.296875,True
prompt_001_seed00.wav,musicgen-small,80.74951171875,0.11375120282173157,1830.6321972432725,9.94,78,2.74951171875,True
prompt_001_seed01.wav,musicgen-small,151.99908088235293,0.07704009860754013,1995.7902777627564,9.94,78,73.99908088235293,True
prompt_001_seed02.wav,musicgen-small,151.99908088235293,0.11234914511442184,2077.4696327979927,9.94,78,73.99908088235293,True
prompt_002_seed00.wav,musicgen-small,95.703125,0.12492861598730087,2334.7283710942393,9.94,97,1.296875,True
prompt_002_seed01.wav,musicgen-small,95.703125,0.12694744765758514,1372.0220646206822,9.94,97,1.296875,True
prompt_002_seed02.wav,musicgen-small,95.703125,0.10293079167604446,1614.736456695561,9.94,97,1.296875,True
prompt_003_seed00.wav,musicgen-small,86.1328125,0.045211099088191986,4892.34825266747,9.94,177,90.8671875,True
prompt_003_seed01.wav,musicgen-small,172.265625,0.059926457703113556,5230.8926009790985,9.94,177,4.734375,True
prompt_003_seed02.wav,musicgen-small,117.45383522727273,0.14563657343387604,3286.910510842721,9.94,177,59.546164772727266,True
prompt_004_seed00.wav,musicgen-small,123.046875,0.1225670799612999,2466.126113911485,9.94,180,56.953125,True
prompt_004_seed01.wav,musicgen-small,123.046875,0.10777204483747482,2719.8197166832797,9.94,180,56.953125,True
prompt_004_seed02.wav,musicgen-small,89.10290948275862,0.13248905539512634,2849.2487798876496,9.94,180,90.89709051724138,True
prompt_005_seed00.wav,musicgen-small,63.02400914634146,0.07117559760808945,1259.4935451189394,9.94,62,1.024009146341463,True
prompt_005_seed01.wav,musicgen-small,129.19921875,0.12820947170257568,1544.5481840820771,9.94,62,67.19921875,True
prompt_005_seed02.wav,musicgen-small,123.046875,0.13007572293281555,1644.787584905985,9.94,62,61.046875,True
prompt_006_seed00.wav,musicgen-small,161.4990234375,0.10141148418188095,2400.9392115498144,9.94,155,6.4990234375,True
prompt_006_seed01.wav,musicgen-small,78.30255681818181,0.11039961874485016,2751.8577670936766,9.94,155,76.69744318181819,True
prompt_006_seed02.wav,musicgen-small,151.99908088235293,0.15204940736293793,2820.1199418438023,9.94,155,3.000919117647072,True
prompt_007_seed00.wav,musicgen-small,123.046875,0.15622197091579437,901.276642715871,9.94,172,48.953125,True
prompt_007_seed01.wav,musicgen-small,151.99908088235293,0.19136206805706024,1158.208622347924,9.94,172,20.000919117647072,True
prompt_007_seed02.wav,musicgen-small,92.28515625,0.18424688279628754,957.3789632113586,9.94,172,79.71484375,True
prompt_008_seed00.wav,musicgen-small,151.99908088235293,0.11125577986240387,2473.1606259798345,9.94,148,3.999080882352928,True
prompt_008_seed01.wav,musicgen-small,99.38401442307692,0.12287218123674393,1736.1035751151605,9.94,148,48.61598557692308,True
prompt_008_seed02.wav,musicgen-small,151.99908088235293,0.1603846549987793,2149.424582903599,9.94,148,3.999080882352928,True
prompt_009_seed00.wav,musicgen-small,135.99917763157896,0.1275213658809662,2560.840502223175,9.94,132,3.9991776315789593,True
prompt_009_seed01.wav,musicgen-small,129.19921875,0.1328616440296173,1784.423277866861,9.94,132,2.80078125,True
prompt_009_seed02.wav,musicgen-small,129.19921875,0.16320505738258362,2178.516877883581,9.94,132,2.80078125,True
prompt_010_seed00.wav,musicgen-small,123.046875,0.19376471638679504,1750.207884965862,9.94,190,66.953125,True
prompt_010_seed01.wav,musicgen-small,95.703125,0.1688222885131836,1779.4514276297514,9.94,190,94.296875,True
prompt_010_seed02.wav,musicgen-small,95.703125,0.12488265335559845,2659.4589860319593,9.94,190,94.296875,True
prompt_011_seed00.wav,musicgen-small,107.666015625,0.10609597712755203,2886.646847504517,9.94,111,3.333984375,True
prompt_011_seed01.wav,musicgen-small,112.34714673913044,0.1001182273030281,2890.4526373261688,9.94,111,1.3471467391304373,True
prompt_011_seed02.wav,musicgen-small,112.34714673913044,0.05586274713277817,2430.49639263429,9.94,111,1.3471467391304373,True
prompt_012_seed00.wav,musicgen-small,95.703125,0.055241189897060394,2774.537024890469,9.94,95,0.703125,True
prompt_012_seed01.wav,musicgen-small,95.703125,0.14613288640975952,1041.3850371520195,9.94,95,0.703125,True
prompt_012_seed02.wav,musicgen-small,95.703125,0.03146788105368614,3385.785899266799,9.94,95,0.703125,True
prompt_013_seed00.wav,musicgen-small,112.34714673913044,0.20499464869499207,3828.4643239498605,9.94,111,1.3471467391304373,True
prompt_013_seed01.wav,musicgen-small,107.666015625,0.0788763090968132,2384.713765141992,9.94,111,3.333984375,True
prompt_013_seed02.wav,musicgen-small,112.34714673913044,0.1451316624879837,2737.293282786419,9.94,111,1.3471467391304373,True
prompt_014_seed00.wav,musicgen-small,143.5546875,0.09727001935243607,2353.637367411711,9.94,142,1.5546875,True
prompt_014_seed01.wav,musicgen-small,143.5546875,0.1284085065126419,2824.361190945167,9.94,142,1.5546875,True
prompt_014_seed02.wav,musicgen-small,143.5546875,0.20388193428516388,1625.2478890156483,9.94,142,1.5546875,True
prompt_015_seed00.wav,musicgen-small,135.99917763157896,0.10273730009794235,2214.962588719505,9.94,136,0.0008223684210406645,True
prompt_015_seed01.wav,musicgen-small,135.99917763157896,0.10495559871196747,2216.0136624543866,9.94,136,0.0008223684210406645,True
prompt_015_seed02.wav,musicgen-small,135.99917763157896,0.0797683596611023,2667.3996876107663,9.94,136,0.0008223684210406645,True
prompt_016_seed00.wav,musicgen-small,99.38401442307692,0.06006249785423279,2298.4771474000563,9.94,98,1.3840144230769198,True
prompt_016_seed01.wav,musicgen-small,99.38401442307692,0.11469177901744843,1597.4878841746677,9.94,98,1.3840144230769198,True
