file,file_path,model,prompt_id,seed,genre,target_bpm,tempo_bpm,num_beats,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,zero_crossing_rate,rms_energy_mean,rms_energy_std,chroma_mean,chroma_std,spectral_contrast_mean,mel_spec_mean,mel_spec_std,mfcc_mean,mfcc_std,duration_sec,tempo_error,success
prompt_000_seed00.wav,runs/artifacts/wav/musicgen_full/prompt_000_seed00.wav,musicgen-small,prompt_000,0,rock,97,95.703125,16,1816.437868695963,356.253301191666,3740.553294361888,1761.0774429208955,0.08050608245920746,0.1878586858510971,0.04056631401181221,0.3263304531574249,0.28206151723861694,24.755727344794508,8.304800987243652,43.352569580078125,6.321950912475586,54.14665985107422,9.94,1.296875,True
prompt_000_seed01.wav,runs/artifacts/wav/musicgen_full/prompt_000_seed01.wav,musicgen-small,prompt_000,1,rock,97,95.703125,10,2540.4205959374767,742.9092402684729,5007.297926682692,2314.4392033156932,0.11189380281177157,0.0731147900223732,0.04176142066717148,0.368358314037323,0.29987600445747375,21.920845043923947,1.5432192087173462,13.71316909790039,-7.437913417816162,58.8575553894043,9.94,1.296875,True
prompt_000_seed02.wav,runs/artifacts/wav/musicgen_full/prompt_000_seed02.wav,musicgen-small,prompt_000,2,rock,97,95.703125,14,2852.975845692297,913.890428301548,5806.912594241696,2677.5006796625053,0.12602550444347319,0.09750360995531082,0.06428634375333786,0.407194584608078,0.3077356815338135,21.289034569757597,3.0626490116119385,29.45389747619629,-3.355555534362793,58.64617919921875,9.94,1.296875,True
prompt_001_seed00.wav,runs/artifacts/wav/musicgen_full/prompt_001_seed00.wav,musicgen-small,prompt_001,0,electronic,78,80.74951171875,12,1830.6321970911144,878.4910382345714,4167.076356260926,2444.965259090746,0.042479330565268064,0.11375120282173157,0.052179910242557526,0.36433401703834534,0.33828967809677124,22.05149456508694,3.669889211654663,31.147294998168945,1.1189994812011719,76.34748077392578,9.94,2.74951171875,True
prompt_001_seed01.wav,runs/artifacts/wav/musicgen_full/prompt_001_seed01.wav,musicgen-small,prompt_001,1,electronic,78,151.99908088235293,26,1995.790278327641,1057.8023429864459,4383.48755736451,2303.489007733651,0.06425508085664336,0.07704009860754013,0.06828185170888901,0.37099984288215637,0.3090135157108307,22.893815704622284,2.478494882583618,43.73107147216797,-9.183418273925781,77.18870544433594,9.94,73.99908088235293,True
prompt_001_seed02.wav,runs/artifacts/wav/musicgen_full/prompt_001_seed02.wav,musicgen-small,prompt_001,2,electronic,78,151.99908088235293,25,2077.4696327750203,1061.7319673157635,4685.755504261364,2555.647892650541,0.058477655157342656,0.11234914511442184,0.05181943252682686,0.447574645280838,0.31135159730911255,21.15579429108855,3.526142120361328,30.246278762817383,0.42755910754203796,74.16333770751953,9.94,73.99908088235293,True
prompt_002_seed00.wav,runs/artifacts/wav/musicgen_full/prompt_002_seed00.wav,musicgen-small,prompt_002,0,techno,97,95.703125,16,2334.728370130709,950.7775731394196,5397.530765133304,2678.9457250495398,0.06492547166375291,0.12492861598730087,0.05699097737669945,0.36783456802368164,0.2955775260925293,23.400378600669768,4.356485843658447,38.09739303588867,3.1833508014678955,55.9090461730957,9.94,1.296875,True
prompt_002_seed01.wav,runs/artifacts/wav/musicgen_full/prompt_002_seed01.wav,musicgen-small,prompt_002,1,techno,97,95.703125,13,1372.022064833269,1043.7999938110122,3112.2505668159965,1918.7271788062524,0.03418196386946387,0.12694744765758514,0.08752166479825974,0.4220484793186188,0.32367879152297974,21.213379703923216,5.569895267486572,62.8466911315918,1.0650640726089478,84.03105926513672,9.94,1.296875,True
prompt_002_seed02.wav,runs/artifacts/wav/musicgen_full/prompt_002_seed02.wav,musicgen-small,prompt_002,2,techno,97,95.703125,15,1614.7364578117,1345.551122834619,3563.4439535074303,2080.836580265669,0.04156195367132867,0.10293079167604446,0.05596396327018738,0.550374448299408,0.283934086561203,21.160915351328484,3.2061545848846436,27.41606330871582,0.6818363666534424,91.53968048095703,9.94,1.296875,True
prompt_003_seed00.wav,runs/artifacts/wav/musicgen_full/prompt_003_seed00.wav,musicgen-small,prompt_003,0,dubstep,177,86.1328125,12,4892.348252417757,879.9322633393581,8364.043207768793,2877.9566267136347,0.3690518465909091,0.045211099088191986,0.03606535866856575,0.5807861685752869,0.2717963755130768,19.218291903360583,0.5497332215309143,12.527450561523438,-18.725309371948242,56.05335998535156,9.94,90.8671875,True
prompt_003_seed01.wav,runs/artifacts/wav/musicgen_full/prompt_003_seed01.wav,musicgen-small,prompt_003,1,dubstep,177,172.265625,28,5230.8926011500425,832.2230028912451,8893.212890625,3088.345107452796,0.3674196896853147,0.059926457703113556,0.04217848926782608,0.6047466397285461,0.24454183876514435,19.29545011860255,0.9059145450592041,17.99810028076172,-8.622682571411133,43.417449951171875,9.94,4.734375,True
