file,prompt_id,genre,target_bpm,tempo_bpm,num_beats,spectral_centroid_mean_hz,spectral_centroid_std_hz,spectral_rolloff_mean_hz,zero_crossing_rate_mean,rms_energy_mean,rms_energy_std,chroma_mean,chroma_std,mfcc_mean,mfcc_std,duration_sec
prompt_prompt_000_real.wav,prompt_000,rock,97,95.703125,15,2257.851971160108,674.1927250009078,5552.153217875874,0.04802798113344988,0.12786976993083954,0.05870872363448143,0.3289507329463959,0.3213037848472595,1.9132636785507202,58.46177291870117,9.94
prompt_prompt_001_real.wav,prompt_001,electronic,78,151.99908088235293,22,2994.9687573043434,1352.0122555250368,6290.230106807256,0.1244821259469697,0.061310749500989914,0.06775948405265808,0.49093809723854065,0.3084802031517029,-5.222949504852295,84.25226593017578,9.94
prompt_prompt_002_real.wav,prompt_002,techno,97,129.19921875,21,2951.8337747199344,1088.3689938835478,6239.157766062063,0.13666184076340326,0.10947197675704956,0.08588531613349915,0.4354605972766876,0.29503270983695984,-1.2692347764968872,56.067893981933594,9.94
prompt_prompt_003_real.wav,prompt_003,dubstep,177,89.10290948275862,13,3583.221717888398,1032.5430945940598,7517.396812172203,0.11136796146561771,0.11415448039770126,0.06274840235710144,0.5487825870513916,0.2907039523124695,1.4371150732040405,68.1429214477539,9.94
prompt_prompt_004_real.wav,prompt_004,house,180,89.10290948275862,15,1624.2186303548253,434.09338087134927,3960.8294293597028,0.057111833479020976,0.17824509739875793,0.07565884292125702,0.27578243613243103,0.3041274845600128,0.2668475806713104,59.844581604003906,9.94
prompt_prompt_005_real.wav,prompt_005,reggae,62,123.046875,20,1458.1688897511317,1052.6166406378854,3113.681094296329,0.04160975743006993,0.07558973133563995,0.06419442594051361,0.3620527684688568,0.31938251852989197,-9.429381370544434,99.63365936279297,9.94
prompt_prompt_006_real.wav,prompt_006,soul,155,151.99908088235293,21,3190.7561035768163,805.7418162621318,6829.8903245192305,0.09402885525932402,0.2024420201778412,0.07397332042455673,0.5999900102615356,0.28357023000717163,7.799489498138428,39.96408462524414,9.94
prompt_prompt_007_real.wav,prompt_007,jazz,172,86.1328125,14,1766.2675515501053,388.03632390875043,3462.0772781905594,0.06167481606934732,0.18322330713272095,0.0843440443277359,0.2164885252714157,0.28905725479125977,-6.887575149536133,49.43438720703125,9.94
prompt_prompt_008_real.wav,prompt_008,trap,148,151.99908088235293,21,2861.2422545785803,1547.6494959183076,5516.565709680944,0.10661604020979021,0.057320307940244675,0.029484640806913376,0.3461814820766449,0.30739152431488037,-5.52284574508667,68.89263916015625,9.94
prompt_prompt_009_real.wav,prompt_009,folk,132,135.99917763157896,21,2437.793966172095,474.5731630602652,5756.84413243007,0.06686380026223776,0.14571690559387207,0.045163292437791824,0.39460960030555725,0.2975909113883972,4.2605085372924805,40.68557357788086,9.94
prompt_prompt_010_real.wav,prompt_010,blues,190,99.38401442307692,16,1974.959116517783,805.7320339129377,4293.263938210227,0.08745356206293706,0.09739354252815247,0.06309416145086288,0.42680931091308594,0.31356585025787354,-0.7863648533821106,78.9800796508789,9.94
prompt_prompt_011_real.wav,prompt_011,funk,111,107.666015625,12,3340.382060005579,1064.0465677722013,6943.127868225524,0.22073385598776224,0.04475818946957588,0.07070714980363846,0.2798576354980469,0.32054272294044495,-20.19561767578125,94.84722137451172,9.94
prompt_prompt_012_real.wav,prompt_012,reggae,95,95.703125,15,1129.0846716203525,1189.0482894016857,2490.9247978583917,0.020314321095571096,0.12535667419433594,0.06206955760717392,0.48718592524528503,0.3224243223667145,0.1560559868812561,108.10230255126953,9.94
prompt_prompt_013_real.wav,prompt_013,house,111,112.34714673913044,18,2982.6916388936243,629.5646556563834,6072.262893356643,0.15717534418706294,0.16126970946788788,0.053865063935518265,0.30828964710235596,0.302221417427063,4.0013604164123535,38.393863677978516,9.94
prompt_prompt_014_real.wav,prompt_014,pop,142,143.5546875,23,1537.4771350684405,1330.9367862284266,3242.2528887128497,0.042293806453962704,0.11554556339979172,0.06726951152086258,0.5154132843017578,0.30932191014289856,-1.0879392623901367,98.571533203125,9.94
prompt_prompt_015_real.wav,prompt_015,reggae,136,135.99917763157896,21,1838.7492539942225,1301.9151641615376,4197.468790974651,0.043863363199300696,0.07076828926801682,0.056052014231681824,0.46321234107017517,0.30474764108657837,-1.0290510654449463,96.12662506103516,9.94
prompt_prompt_016_real.wav,prompt_016,drum and bass,98,99.38401442307692,15,1999.667088302056,971.9076173291767,4426.25279993444,0.06608300553613054,0.04598572105169296,0.0421307273209095,0.466500848531723,0.32666701078414917,-8.91050910949707,96.44371032714844,9.94
prompt_prompt_017_real.wav,prompt_017,electronic,153,75.99954044117646,13,3596.422696956946,1617.5209125179485,7047.305404556381,0.15190554887820512,0.06524493545293808,0.04932107403874397,0.5423380732536316,0.2941538393497467,-2.8261911869049072,69.05582427978516,9.94
prompt_prompt_018_real.wav,prompt_018,techno,106,103.359375,14,3726.044584823117,754.9067977696678,6965.213204763986,0.18086324482808858,0.09022171050310135,0.05582963302731514,0.5238034129142761,0.25825873017311096,-2.3716816902160645,44.0896110534668,9.94
prompt_prompt_019_real.wav,prompt_019,drum and bass,110,112.34714673913044,18,2463.1942223935794,963.7542347211474,5566.3330078125,0.08467639131701632,0.09825745970010757,0.053636305034160614,0.4863615930080414,0.3074185848236084,-1.3941354751586914,70.56565856933594,9.94
